# data_kind=vectorized_published_figure_reference
# manuscript_figure=Fig. 11
# source_sha256=389f612b8b8a059bcc62c061f53a12b9168cec34c52785bc5bafcbb7e2e8e8a4
# y_axis_calibration=[1.3,2.3]
# displayed_time_grid=0.1,0.2,...,100.1; the manuscript does not document its conversion to Floquet layers
displayed_time,theta_0.30_pi,theta_0.35_pi,theta_0.40_pi,theta_0.45_pi,theta_0.50_pi
11.4,1.612267531193,1.674270813578,1.716593154785,1.740551930125,1.747971187599
11.5,1.611833235020,1.674039187964,1.716506295180,1.740559167962,1.748014616476
11.6,1.611341028738,1.673619365613,1.716137143248,1.740226207069,1.747681657435
11.7,1.610899492876,1.673098209835,1.715543601686,1.739545805902,1.746972301214
11.8,1.609488023829,1.671563688291,1.713878793515,1.737801375963,1.745191680235
11.9,1.606679563263,1.668668368121,1.710918327250,1.734783005148,1.742151594056
12.0,1.603125557290,1.665092646783,1.707320892401,1.731178330609,1.738546921370
12.1,1.600816538991,1.662776390647,1.705004636264,1.728862074472,1.736216189559
12.2,1.601439033754,1.663398885410,1.705619891338,1.729470091708,1.736838682469
12.3,1.604189589769,1.666120486370,1.708334254461,1.732177216994,1.739538568065
12.4,1.606802613907,1.668711798850,1.710911089413,1.734754051946,1.742137118382
12.5,1.608040363744,1.670000215399,1.712271889893,1.736187234504,1.743599254142
12.6,1.607852168859,1.670014692927,1.712474564158,1.736549148599,1.744048029694
12.7,1.606795376070,1.669276387210,1.712018550768,1.736332002366,1.743946692562
12.8,1.605246380705,1.667995206644,1.710968997669,1.735448928787,1.743157718279
12.9,1.602988030972,1.666026388928,1.709246281241,1.733928884771,1.741731773558
13.0,1.599918991591,1.663268596929,1.706763543731,1.731663297201,1.739589236631
13.1,1.596777570132,1.660344321703,1.704034704934,1.729093700086,1.737099261285
13.2,1.594946278734,1.658592653926,1.702348179544,1.727472320790,1.735506833338
13.3,1.594555409585,1.658129402699,1.701834261604,1.726914972120,1.734927769303
13.4,1.594758081997,1.658216262304,1.701819785930,1.726806397151,1.734768527621
13.5,1.594070444846,1.657492432261,1.701059762995,1.726010183177,1.733943362298
13.6,1.591667327251,1.655176176125,1.698794173572,1.723780788499,1.731728441441
13.7,1.587990272487,1.651701791920,1.695500748267,1.720632127350,1.728652164223
13.8,1.583632814704,1.647720725758,1.691859884542,1.717251840587,1.725416643469
13.9,1.579289836300,1.643869951784,1.688443404887,1.714197276880,1.722528561135
14.0,1.575851643134,1.640786436729,1.685678375051,1.711678350185,1.720139922921
14.1,1.573947967806,1.638976860695,1.683941182948,1.709999064486,1.718482350733
14.2,1.574338836955,1.639353252318,1.684303097043,1.710332025379,1.718815313479
14.3,1.576249748268,1.641264163630,1.686199532681,1.712221221327,1.720690033753
14.4,1.578124468542,1.643030308935,1.687878818381,1.713835362785,1.722275222010
14.5,1.578870013949,1.643573181930,1.688240732475,1.714052512725,1.722419986165
14.6,1.578457429435,1.642972400678,1.687487949231,1.713169440999,1.721479008036
14.7,1.577690170516,1.642139997519,1.686590399978,1.712228459164,1.720509076706
14.8,1.576698523821,1.641191779700,1.685678375051,1.711359864966,1.719669433856
14.9,1.575156766293,1.639758597142,1.684346527772,1.710107637602,1.718453399384
15.0,1.573383383152,1.638108262791,1.682797530554,1.708638262152,1.717034692501
15.1,1.571877816663,1.636704033435,1.681465683276,1.707349845603,1.715767989463
15.2,1.570719688595,1.635603811770,1.680423368014,1.706365436745,1.714805295969
15.3,1.569880043892,1.634836552851,1.679728491173,1.705728466307,1.714197276880
15.4,1.569460223394,1.634438445864,1.679344861714,1.705352074685,1.713820887111
15.5,1.569250313145,1.634214058088,1.679105996410,1.705091495870,1.713560308296
15.6,1.568968017112,1.633924526071,1.678816466246,1.704816439527,1.713285253806
15.7,1.568664009421,1.633591563325,1.678469027825,1.704469001106,1.712952291060
15.8,1.568548196614,1.633345462037,1.678136065079,1.704085371647,1.712561421910
15.9,1.568461337009,1.633142791478,1.677846534915,1.703737933226,1.712199507815
16.0,1.568664009421,1.633345462037,1.678049205474,1.703947845329,1.712409418065
16.1,1.569177929214,1.633982432474,1.678787513044,1.704758534976,1.713256298751
16.2,1.569054878570,1.634040338878,1.679004662984,1.705105973397,1.713661643575
16.3,1.567216349335,1.632447914637,1.677629384976,1.703889937072,1.712532468709
16.4,1.564255884924,1.629711836149,1.675081503226,1.701501298858,1.710216212572
16.5,1.561527046126,1.627077094793,1.672526383638,1.699004085674,1.707755190427
16.6,1.559427938076,1.624992464270,1.670456228789,1.696941168662,1.705685037431
16.7,1.557307116514,1.622893356220,1.668364360429,1.694863777829,1.703622120420
16.8,1.554172932892,1.619766410436,1.665251890319,1.691773023084,1.700538605364
16.9,1.551205228790,1.616791468497,1.662269710543,1.688769129796,1.697534712077
17.0,1.550336634592,1.615930112136,1.661408354182,1.687900531892,1.696651638498
17.1,1.550792646129,1.616501938333,1.662067038131,1.688602646570,1.697375468541
17.2,1.551263137047,1.617138906917,1.662848774577,1.689492957986,1.698301970996
17.3,1.550799885820,1.616740801783,1.662501336157,1.689181710604,1.698012438978
17.4,1.549569373820,1.615459623071,1.661183966406,1.687842627342,1.696666114173
17.5,1.548498105357,1.614352161716,1.660040314012,1.686691737111,1.695507986104
17.6,1.548382292550,1.614229111072,1.659910025530,1.686539733265,1.695355982258
17.7,1.548975832259,1.614815412943,1.660489089565,1.687126035136,1.695949523820
17.8,1.549149551469,1.615010847518,1.660720715178,1.687401089626,1.696246291821
17.9,1.547976947726,1.613903386163,1.659700115281,1.686460111497,1.695363220096
18.0,1.545602785186,1.611659513957,1.657550338665,1.684404434176,1.693350971650
18.1,1.543098332312,1.609350495658,1.655415041428,1.682392185730,1.691396633315
18.2,1.541505906218,1.608040363744,1.654351010802,1.681494636477,1.690585943667
18.3,1.540709692245,1.607519206113,1.654039763421,1.681349870469,1.690506321899
18.4,1.540087199335,1.607027001684,1.653656133961,1.681053100615,1.690252980921
18.5,1.539146221205,1.606078785718,1.652729631507,1.680148311671,1.689355431668
18.6,1.538415153326,1.605311524946,1.651947895061,1.679373814916,1.688602646570
